,Fecha,Titulo,Desripcion,Empresa
10690,11 marzo,Empleo de Practicantes Contaduría - Medellin,"Importante empresa ubicada en envigado solicita de manera urgente un aprendiz de contaduría Perfil: Hombre o mujer,..", MISION TEMPORAL
10691,11 marzo,Empleo de Vendedores TAT con moto,"Importante empresa de alimentos requiere para su equipo de trabajo Vendedor TAT, con experiencia minima de 6 meses en..", Grupo Accion Plus
10692,11 marzo,Empleo de mecánica de confección,"Importante empresa de alimentos requiere mecánico de confección , para Realizar mantenimiento preventivo y correctivo..", Grupo Accion Plus
10693,11 marzo,Empleo de Promotora para Temporada,"Empresa comercializadora de productos de belleza requiere bachiller con experiencia mínimo de 6 meses, como promotora..", Ocupar Temporales S.A.
10694,11 marzo,Empleo de Asesor comercial - Construcción,Importante empresa requiere para su equipo de trabajo ejecutivo comercial con experiencia comprobada en el sector de.., Futesa s.a.
10695,11 marzo,Empleo de Analista de Seguridad de la informacion IT  - Medellin ,"Importante empresa del sector de los Contact Center, requiere para su equipo de trabajo profesional en Ingeniero de..", Teleperformance Colombia 
10696,11 marzo,Empleo de Analista calidad - Confecciones,Importante empresa del sector textil requiere Analista de Calidad responsable del control de calidad de las materias.., COMPLEMENTOS HUMANOS
10697,11 marzo,Empleo de Auxiliar de Calidad de Materia Prima - Confecciones,Importante empresa ubicada en la ciudad de Medellin requiere para su equipo de trabajo un Auxiliar de Calidad de.., COMPLEMENTOS HUMANOS
10698,11 marzo,Empleo de Soldador,Importante empresa de estucturas metalicas solicita para su equipo de trabajo un soldador con mínimo 6 meses de.., COMPLEMENTOS HUMANOS
10699,11 marzo,Empleo de Puesto como asesor bilingüe en Medellín - No estudiantes,Asesor de servicio al cliente bilingüe - Inglés. En Onelink estamos buscando personas con un alto nivel de inglés para.., OneLink BPO
10700,11 marzo,"Empleo de Asesor servicio al cliente, experiencia en servicio al cliente mínimo de 6 meses - Bachilleres, técnicos o tecnólogos, no estudiantes.",Tenemos puesto de trabajo en Medellín como Asesor en Call Center en la línea de atención al cliente.Somos una empresa.., OneLink BPO
10701,11 marzo,Empleo de Modelo de Marca  - Sector Salud ,Se requieren Mujeres modelos con excelente presentación para desempeñarse como imagen de marca de una empresa del.., ASIGNAR S.A.S
10702,11 marzo,Empleo de Gran convocatoria cajeros con manejo de datafono - para sector retail,"Importante y reconocida compañía del sector retail en marcas de moda (Zara, Bershka, stradivarius, dutty, etc)..", ACTIVOS S A S
10703,11 marzo,Empleo de Mantenimiento Locativo - Sin experiencia,"Empresa dedicada a la organización de torres y estructuras, requiere de manera urgente hombres y mujeres con o sin..", Mision Empresarial S.A
10704,11 marzo,Empleo de Supervisor de producción con experiencia en empresas de alimentos - Urgente,"Importante empresa dedicada a la producción de cereales y granolas ubicada en Itaguí, esta en la búsqueda de un..", Mision Empresarial S.A
10705,11 marzo,Empleo de Auxiliar de cartera,Importante empresa requiere para su equipo de trabajo Auxiliar de cartera técnica en contabilidad con minimo de 2 años.., Jiro S.A.
10706,11 marzo,Empleo de Auxiliar de Reposteria  - Estabilidad Laboral,"Importante empresa del sector de alimentos, requiere un auxiliar de dosimetria y pesaje HOMBRE, de materia prima, debe..", Mision Empresarial S.A
10707,11 marzo,Empleo de Auxiliar contable ,Importante empresa requiere para su equipo de trabajo auxiliar contable técnica o tecnologa en contabilidad con.., Jiro S.A.
10708,11 marzo,Empleo de Analista De Inventarios - Medellín c,"Importante empresa requiere para su equipo de trabajo tecnólogo en contabilidad y finanzas o contador público, con..", Jiro S.A.
10709,11 marzo,Empleo de Asesor comercial Ropa calzado accesorios - Medellin e,"Sé parte de nuestro equipo de trabajo: reconocida empresa del sector de Moda, requieren hombres y mujeres para laborar..", Jiro S.A.
10710,11 marzo,Empleo de asesor comercial - técnico o tecnologo eléctrico,reconocida empresa requiere para su equipo de trabajo asesor comercial externo con experienciade un añoen venta de.., TEMPORALES LIDER DE COLOMBIA S A
10711,11 marzo,"Empleo de Auxiliar de Aseo Medio Tiempo Lunes, Miércoles y Viernes",Se requiere Auxiliar de Aseo para empresa ubicada en el Centro Comercial Oviedo. La labor es Medio Tiempo (24 horas.., ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10712,11 marzo,Empleo de Recepcionista bilingüe,Importante empresa requiere recepcionista BILINGUE para laborar en entidad financiera. Horarios de oficina lunes -..,
10713,11 marzo,Empleo de Pintores con curso de alturas - experiencia con equipos Airless,Reconocida empresa dedicada a la producción e instalación de estructuras metálicas requiere para su equipo de trabajo.., SERVIMOS LTDA
10714,11 marzo,Empleo de Mensajero - 1 año de experienica,"Empresa requiere para su equipo de trabajo, bachilleres con 1 año de experiencia como mensajero, en el transporte de..", GESTION DE RECURSOS TEMPORALES S.A.S. 
10715,11 marzo,Empleo de Molinero ,Empresa de plásticos requiere pigmentador molinero con experiencia de mínimo 1 año en el manejo y cuidado de.., Contrate SA
10716,11 marzo,Empleo de Gran convocatoria auxiliar de conductor Guarne antioquia - 12 de septiembre,Requerimos personal mayorde edad para compañía multinacional dedicada a la producción y distribución de cartón.., nexarte servicios temporales s.a
10717,11 marzo,Empleo de Se requiere asistente administrativo  - con 1 año de experiencia en servicio al cliente,Importante compañia del sector textil requiere para su equipo de trabajo asistente administrativo con 1 año de.., nexarte servicios temporales s.a
10718,11 marzo,Empleo de Gran convocatoria el dia 29 de enero alas 8 am  auxiliar de cargue y descargue dia y noche - Minimo 6 meses de experiencia,Importante compañía de logística que se dedica ala distribución de medicamentos requiere para su equipo de trabajo.., nexarte servicios temporales s.a
10719,11 marzo,Empleo de Se requiere mercaimpulsadoras  - minimo 1 año de experiencia ,Importante compañia que se dedica a a distribuccion de alimentos para dietas especiales requiere para su equipo de.., nexarte servicios temporales s.a
10720,11 marzo,Empleo de Se requiere asistente administrativo  - con 1 año de experiencia en servicio al cliente,Importante compañia del sector textil requiere para su equipo de trabajo asistente administrativo con 1 año de.., nexarte servicios temporales s.a
10721,11 marzo,Empleo de Asesor comercial externo en Calle  - Tropa,"ASESOR COMERCIAL EXTERNOS. Responsabilidades: Venta de recargas y servicio de portabilidad, venta de sim cards en..", Staffing de Colombia
10722,11 marzo,Empleo de Conductor de camión ,"Importante empresa administradora de estaciones de servicios se encuentra en la búsqueda de un CONDUCTOR, entre sus..", Staffing de Colombia
10723,11 marzo,Empleo de Conductor,"Importante empresa ubicada en la ciudad de Medellín, requiere para su equipo de trabajo CONDUCTOR con licencia de..", Staffing de Colombia
10724,11 marzo,Empleo de Encuestador  - Medellin,"Importante empresa de estudio de mercado solicita personal, bachiller, con cuentas hogar Claro (TV o internet o tel..", Alianza Temporal S.A.S
10725,11 marzo,Empleo de Auxiliar de Compras - Medellín,Empresa de alimentos y consumo masivo se encuentra en la búsqueda de un Auxiliar de Compras para la ciudad de Medellín..,
10726,11 marzo,Empleo de Técnicos tecnologos o estudiantes  - cocina  disponibilidad por eventos,"Importante club ubicado vía las palmas, requiere personal Técnicos tecnologos o estudiantes en cocina, gastronomía,..", A'HORA S.A.S.
10727,11 marzo,Empleo de Laboratorista Junior - Ituango ,"TyS Tiene una oferta importante para ti. Importante empresa del sector, solicita para su equipo de trabajo, bachiller,..", T&S TEMSERVICE S.A.S
10728,11 marzo,Empleo de Ingenieros en producción - bilingües,"Cargo: Supervisores de Producción Bilingües  • Lugar de trabajo: Envigado - Antioquia  • Tipo de contrato: Fijo, con..",
10729,11 marzo,Empleo de Coordinador de producto ,"Se requiere Profesional en Ingeniería de producto, Ingeniería de producción o Administración de Negocios con 4 años de..",
10730,11 marzo,Empleo de Coordinador Desarrollo Software,Se requiere Ingeniero graduado en áreas afines a Sistemas con 4 años deexperiencia liderando equipos de trabajo. con..,
10731,11 marzo,Empleo de Vendedor canal TAT,"Se requiere Bachiller para desempeñarse como vendedor canal TAT, Experiencia en el canal tienda a tienda mínima de dos..",
10732,11 marzo,Empleo de Auxiliar de servicios generales  - certificado limpieza de áreas hospitalarias,Se solicita auxiliar de servicios generales con certificado de formación en limpieza y desinfección de áreas..,
10733,11 marzo,Empleo de Auxiliar de odontología,"Importante empresa del sector salud , requiere para su equipo de trabajo Auxiliar de odontología en Medellín , debe..",
10734,11 marzo,Empleo de Operario de producción HOMBRE - Empresa en la estrella ,"Importante empresa de producción ubicada al sur de la ciudad, (La Estrella) solicita para su equipo de trabajo..", Redes Humanas
10735,11 marzo,Empleo de Auxiliar de Tramites de solicitudes,"En el grupo AVAL queremos personas con capacidad de persuasión, innovación, alto nivel de tolerancia a la..", VENTAS Y SERVICIOS S.A.
10736,11 marzo,Empleo de Servicios Generales ,"Importante empresa ubicada en la ciudad de Medellín, requiere para su equipo de trabajo Hombrepara laborar en..", Redes Humanas
10737,11 marzo,Empleo de Auxiliar de bodega,Importante empresa de logística ubicada en el sur de la ciudad requiere para su equipo de trabajo auxiliares de bodega.., Redes Humanas
10738,11 marzo,Empleo de Auxiliar de distribución ,Importante empresa de logística ubicada en el sur de la ciudad requiere para su equipo de trabajo auxiliares de bodega.., Redes Humanas
10739,11 marzo,Empleo de Asesor comercial ,Empresa en Medellín requiere para su equipo de trabajo asesor comercial con pasión por la moda y la innovación. .., Tiempos SAS
10740,11 marzo,Empleo de VENDEDOR SENIOR URABA,Importante empresa de distribución requiere para su equipo de trabajo en Uraba vendedor senior.  funciones:  -Venta.., Tiempos SAS
10741,11 marzo,Empleo de Asesor comercial ,Empresa en Medellín requiere para su equipo de trabajo asesor comercial con pasión por la moda y la innovación. .., Tiempos SAS
10742,11 marzo,Empleo de Operario producción empresa de alimentos/ Sector Caribe,Importante empresa de carnes frías requiere para su equipo de trabajo bachiller con experiencia mínima de 6 meses en.., Tiempos SAS
10743,11 marzo,Empleo de Ensamblador  - Con experiencia ,Importante empresa del sector hospitalario requiere de forma URGENTEENSAMBLADOR con EXPERIENCIA mínimo de 1 AÑO. CON.., Soluciones Inmediatas 
10744,11 marzo,Empleo de Técnico de motos   - Con experiencia ,Importante empresa dedicada a la venta y comercialización de motocicletas requiere de forma URGENTE TÉCNICO DE MOTOS.., Soluciones Inmediatas 
10745,11 marzo,Empleo de Vendedora Presentate 2PM Hoy Jueves 21 de Febrero - En el Ed. Coltejer piso 8,Se requiere Vendedor quien sera el encargado de atender a las personas que ingresan a nuestra tienda brindado una.., MANPOWER PROFESSIONAL LTDA
10746,11 marzo,Empleo de Técnico de Mantenimiento ,Reconocida empresa de alimentos requiere para su equipo de trabajo personal con un nivel académico técnico o.., MANPOWER PROFESSIONAL LTDA
10747,11 marzo,Empleo de Mercaderista TAT con Moto - Apartado,Visitar y asesorar con calidad y efectividad el 100% de los puntos de venta que le son asignados a diario. 2..., MISION TEMPORAL
10748,11 marzo,Empleo de Mercaderista TAT con Moto - Remedios,"Empresa de consumo masivo requiere mercaderista tienda a tienda, quien debe tener moto con documentación al día y al..", MISION TEMPORAL
10749,11 marzo,Empleo de Mercaderista TAT con Moto - Puerto Berrio ,"Empresa de consumo masivo requiere mercaderista tienda a tienda, quien debe tener moto con documentación al día y al..", MISION TEMPORAL
10750,11 marzo,Empleo de Mercaderista TAT con Moto - La Ceja El retiro ,"Empresa de consumo masivo requiere mercaderista tienda a tienda, quien debe tener moto con documentación al día y al..", MISION TEMPORAL
10751,11 marzo,Empleo de Mercaderista con moto - Tarazá,"Empresa de Consumo masivo requiere Mercaderista con moto, sea hombre o mujer, quienes vivan en Tarazá o alrededores,..", MISION TEMPORAL
10752,11 marzo,Empleo de Mercaderista vendedor TAT Carmen de viboral municipios aledaños - Con Motocicleta,"Empresa de consumo masivo requiere mercaderista tienda a tienda, quien debe tener moto con documentación al día y al..", MISION TEMPORAL
10753,11 marzo,Empleo de Mercaderista TAT con Moto - Nordeste,"Empresa de consumo masivo requiere mercaderista tienda a tienda, quien debe tener moto con documentación al día y al..", MISION TEMPORAL
10754,11 marzo,Empleo de Vendedor externo  puerta a puerta - Lunes a Sabado Medellin,Empresa de productos del sector de la construcciónrequiere Vendedorespuerta a puerta quienes deben tener al menos 6.., MISION TEMPORAL
10755,11 marzo,Empleo de Diseñador Gráfico - Medellin Bilingue ,Se requiere de manera inmediata diseñadores gráficos con manejo de INGLES para laborar desarrollando material de.., OTEM SAS
10756,11 marzo,Empleo de Abogado junior,"Empresa del sector seguros requiere abogado titulado con experiencia mínima de un 6 meses en litigio, contestación de..", Grupo Accion Plus
10757,11 marzo,Empleo de Ejecutivo /a comercial empresa de servicios temporales,"Reconocido grupo empresarial líder en procesos outsorcing en gestión humana, está en búsqueda del cargo Ejecutivo (a)..",
10758,11 marzo,Empleo de Soldador MIG o TIG - motos,mportante empresa de Motos requiere para su equipo de trabajo Operario de mantenimiento con conocimientos en soldadura.., Futesa s.a.
10759,11 marzo,Empleo de Auxliar de Credito - Fines de Semana,Importante empresa ubicada en la ciudad de Medellin requiere para su equipo de trabajo un auxiliar de crédito para.., COMPLEMENTOS HUMANOS
10760,11 marzo,Empleo de Asesor bilingue ingles - No estudiates,En OneLink Medellín estamos buscando personas con un alto nivel de inglés para el cargo de Agente de Servicio al.., OneLink BPO
10761,11 marzo,Empleo de Auxliar de Credito - Fines de Semana,Importante empresa ubicada en la ciudad de Medellin requiere para su equipo de trabajo un auxiliar de crédito para.., COMPLEMENTOS HUMANOS
10762,11 marzo,Empleo de Asesor Bilingüe - Con Nivel Avanzado de Inglés,En OneLink Medellín estamos buscando personas con un alto nivel de inglés para el cargo de Agente de Servicio al.., OneLink BPO
10763,11 marzo,Empleo de Operario/a de confeccion,Importante empresa ubicada en la ciudad de Medellin requiere para su equipo de trabajo Operario/as de confección..., COMPLEMENTOS HUMANOS
10764,11 marzo,Empleo de Operario de horno,Importante empresa de la ciudad de Medellin requiere para su equipo de trabajo operario de horno con mínimo 6 meses de.., COMPLEMENTOS HUMANOS
10765,11 marzo,Empleo de Ingenieros en productividad y calidad ,Importante empresa de la Cuidad de medellin requiere para su equipo de trabajo tecnologos o ingenieros en.., COMPLEMENTOS HUMANOS
10766,11 marzo,Empleo de gran convocatoria lunes 22 de enero montacarguista tipo clamp - con experiencia minima de 1 año,Urgente personal con experiencia minima de 1 año como c montacarga - tipo clam IMPORTANTE EMPRESA DE LOGISTICA.., ACTIVOS S A S
10767,11 marzo,Empleo de vendedores tat preventa o consumo masivo -  tener moto y manejo de indicadores,Importante empresa de lácteos necesita personal como tú para que haga parte de su equipo de trabajo. Perfil:.., ACTIVOS S A S
10768,11 marzo,Empleo de Oferta Preventista TAT o consumo masivo  - debe tener moto y manejo de indicadores,Importante empresa de lácteos necesita personal como tú para que haga parte de su equipo de trabajo. Perfil:.., ACTIVOS S A S
10769,11 marzo,Empleo de Promotor - Urgente,"Importante empresa del área textil, ubicada en el sector de la estrella, solicita personal femenino, con experiencia..", Mision Empresarial S.A
10770,11 marzo,Empleo de Nutricionistas.  - Experiencia de seis meses en servicio de alimentación. ,Importante empresa requiere para su equipo de trabajo nutricionistas con seis meses de experiencia en SERVICIO DE.., Jiro S.A.
10771,11 marzo,Empleo de Auxiliar contable,Importante empresa requiere para su equipo de trabajo Auxiliar de contable técnica en contabilidad o áreas afines con.., Jiro S.A.
10772,11 marzo,Empleo de Operario de producción,Importante empresa dedicada a la fabricación y comercialización de sellos mecánico requiere para su equipo de trabajo.., Jiro S.A.
10773,11 marzo,Empleo de Auxiliar de Sistemas ,"Importante empresa del sector Avícola solicita Tecnólogo en Sistemas, redes o afines con experiencia mínima de 1 año..", Multiempleos S.A.
10774,11 marzo,"Empleo de Operarios de producción  maquinas de pasteurizacion, llenando y preparación - Empresa de alimentos",Importante y reconocida empresa de alimentos ubicada en la estrella solicita para su personal Operarios de producción.., ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10775,11 marzo,Empleo de Aprendiz técnico o tecnologo auxiliar contable  - Técnico o tecnólogo Auxiliar Contable,"Importante empresade cartonde la ciudad de Medellín, solicita para su grupo de trabajo aprendiz tecnico o tecnologo..", GESTION DE RECURSOS TEMPORALES S.A.S. 
10776,11 marzo,Empleo de Recepcionista - experiencia de 1 año,"Empresa requiere para su equipo de trabajo técnico o tecnologo en áreas administrativas, con experiencia en manejo de..", GESTION DE RECURSOS TEMPORALES S.A.S. 
10777,11 marzo,Empleo de Supervisor de planta ,se requiere ingeniero electricista sin experiencia para desarrollar la función de ejecución de obras de planta.., Saitemp S.A 
10778,11 marzo,Empleo de operario/a de maquina de confección ,Importante empresa textil requiere para su grupo de trabajo bachiller que cuente como mínimo 2 años de experiencia.., Saitemp S.A 
10779,11 marzo,Empleo de Botones con nivel de inglés Intermedio ,"Se requiere personal para laborar como botones en importante Hotel de la ciudad de Medellín, si desea aplicar a la..", Contrate SA
10780,11 marzo,Empleo de Camarera,"Se requiere personal para ocupar el cargo de Camarera, con formación Bachiller y experiencia de 1 año en cargos..", Saitemp S.A 
10781,11 marzo,Empleo de Se requiere vendedor t a t  - con experiencia de 6 meses y con habilidades comerciales,Importante compañía de consumo masivo requierepara su equipo de trabajo vendedores con experiencia como t a t o pap.., nexarte servicios temporales s.a
10782,11 marzo,Empleo de Supernumerarios - Medellin 26 de febrero,"Importante empresa requiere bachilleres con experiencia de 6 meses en Preventa, autoventa o tat Salario: $828116 +..", nexarte servicios temporales s.a
10783,11 marzo,Empleo de Conductor / Urgente oferta laboral  - Medellin,Importante empresa del sector requiere personal con los siguientes Requisitos: *2 años de experiencia minima  *..,
10784,11 marzo,Empleo de Se requiere  operario logistico que viva en quibdo - minimo 6 meses de experiencia para laborar una temporada de 8 dias,Importante compañía de consumo masivo requiere para su equipo de trabajo operario logistico con 6 meses de experiencia.., nexarte servicios temporales s.a
10785,11 marzo,Empleo de Coordinador de cartera ,"Importante empresa ubicada en la ciudad de Medellin, requiere tecnologo contable o administrativa con experiencia..", Staffing de Colombia
10786,11 marzo,Empleo de conductor/a,"Importante empresa ubicada en la ciudad de Medellín, requiere para su equipo de trabajo conductor conexperiencia en el..", Staffing de Colombia
10787,11 marzo,Empleo de Impulsadora Medellín ,"Se requiere impulsador (a) altamente productivo y dispuestas a crecer en la compañía, su proyección comercial es..", PERFORMIA COLOMBIA  S.A.S.
10788,11 marzo,Empleo de Operador de Montacargas con Experiencia en Estibador Electrico  - con Licencia de Carro ,Importante empresa de Alimentos requiere para su equipo de trabajo un operador de montacargas con pase de carro y 1.., A'HORA S.A.S.
10789,11 marzo,Empleo de Impulsadora o promotora - Sector Belleza,"Importante empresa requiere para su equipo de trabajo Bachiller, estudiante, técnica o tecnóloga en carreras..", SUMINISTRAMOS RECURSOS HUMANOS TEMPORALES SUMITEMP S.A.S
10790,11 marzo,Empleo de Promotor Puerto Berrio - Asesor Comercial,TYS te invita a participar de la siguiente oferta laboral: Importante marca de electrodomésticos linea blanca requiere.., T&S TEMSERVICE S.A.S
10791,11 marzo,Empleo de Oficial de Obra Blanca - acabados,Importante empresa del sector construcción requiere para su equipo de trabajo bachilleres con conocimiento en acabados.., SUMMAR TEMPORALES SAS
10792,11 marzo,Empleo de Auxiliar de Mantenimiento - Hotel,"Importante Hotel ubicado en exclusiva zona de la ciudad de Medellin requiere bachiller (Hombre), con conocimientos en..", THE CLICK CLACK HOTEL
10793,11 marzo,Empleo de Conductor C2,"Se requiere bachiller con experiencia mínima de 2 años como conductor de ruta, indispensable que tenga licencia al día..", Saitemp S.A 
10794,11 marzo,Empleo de Operador cem,"Empresa del sector salud requiere operador cem debe ser: Educación: Técnico o tecnólogo en enfermería, Urgencias..", Grupo Accion Plus
10795,11 marzo,Empleo de Terapeuta ocupacional,Profesional Terapeuta Ocupacional con mínimo 12 meses de experiencia laboral contados a partir de la expedición de la..,
10796,11 marzo,Empleo de Operario de pintura - Rionegro,Se requiere Bachiller para el cargo de Operario de Pintura. Preferiblemente que tenga habilidades en screen y..,
10797,11 marzo,Empleo de Despachador de Vehículos de Carga - con experiencia de 2 años en el cargos relacionados,"Se requiere persona para desempeñar el cargo de despachador de vehículos de carga; elaborar la orden de carga, remesa..",
10798,11 marzo,Empleo de Técnico con Experiencia en Convenios y Programas de Bienestar  - en el Sector Solidario ,"Se requiere técnico en Administración, Gestión Empresarial o afines con experiencia de 3 años como profesional, con 2..",
10799,11 marzo,Empleo de Coordinador Técnico,"Se requiere profesional en ingeniería civil, arquitectura, arquitecto constructor, profesional constructor civil..",
10800,11 marzo,Empleo de Terapeuta Ocupacional -   Medio Tiempo / Rionegro,"Importante empresa del sector salud, requiere para su equipo de trabajo terapeuta ocupacional conexperiencia en..",
10801,11 marzo,Empleo de Analista de Diseño e Implementación de proyectos,"Cargo: Analista de diseño e implementación de proyectos Salario: $2.331.467,00 Ciudad: Medellín, Antioquia, Colombia..", Emtelco CX & BPO
10802,11 marzo,Empleo de vendedores con experiencia electrodomésticos telecomunicaciones o intangibles   - contratación inmediata ,"vendedores con experiencia minina de 6 meses en venta de tecnología, telecomunicaciones, seguros, tarjetas de crédito..", Eficacia
10803,11 marzo,Empleo de Conductor viajero - Licencia C2 o C3,Se requiere para nuestro equipo de trabajo conductores viajeros con experiencia mínima reciente de 2 años en el cargo.., Eficacia
10804,11 marzo,Empleo de Ejecutivo comercial Antioquia - Conocimiento en venta de maquinaria pesada o conocimiento del sector minero,"Empresa del sector minero requiere para su equipo de trabajo profesionales en geologia, ingenieria de minas entre..", GRUPO SOLUCIONES HORIZONTE
10805,11 marzo,Empleo de Auxiliar de producción Litografía 2 años de experiencia  - técnico o tecnologo en producción ,Funciones: Realizar programación de actividades en terminación litográfica. Coordinar actividades de terminación..., Tiempos SAS
10806,11 marzo,Empleo de Auxiliar de pintura  - Con experiencia ,Importante empresa del sector hospitalario requiere de forma URGENTE auxiliar de pintura con EXPERIENCIA mínimo de 1.., Soluciones Inmediatas 
10807,11 marzo,Empleo de operarios de producción la ceja,"Empresa Industrial ubicada en La Ceja, requiere personal bachiller con experiencia mínima de 6 meses en labores..", MANPOWER PROFESSIONAL LTDA
10808,11 marzo,Empleo de Tecnico mecanico de carros ,"Importante empresa solicita para su equipo de trabajo técnicos de carros con estudios técnicos, tecnológicos o con..", Soluciones Inmediatas 
10809,11 marzo,Empleo de Analista de tesorería e impuestos  - Contador (a) y Medellín,"Formación académica:Profesional en Contaduría pública, costos y presupuestos o áreas afines. Deseable especialización..", MANPOWER PROFESSIONAL LTDA
10810,11 marzo,Empleo de Guarda de seguridad. - Medellin,"Importante empresa del sector de la seguridad privada requiere para su equipo de trabajo ""GUARDA DE SEGURIDAD..", MISION TEMPORAL
10811,11 marzo,Empleo de Asesor Comercial - Sector Mobiliario,"Empresa del sector Mobiliario requiere Profesional en Diseño Industrial, Diseño de Interiores, Arquitectura y/o a..", Ocupar Temporales S.A.
10812,11 marzo,Empleo de Vendedores tat / preventistas / autoventistas - Con moto,Importante empresa de insumos básicos de la canasta familiar requiere de manera urgente personal para laborar como.., Grupo Accion Plus
10813,11 marzo,Empleo de practicante,"Importante empresade alimentos, requiere practicante, puedehaber estudiado una técnica en logística, administración,..", Grupo Accion Plus
10814,11 marzo,Empleo de Ejecutivo comercial de ventas(suscripciones) - externo,"Reconocida empresa de sector de servicios requiere Ejecutivo de ventas Bachiller, técnico o tecnologo en carreras..", MISION TEMPORAL
10815,11 marzo,Empleo de conductor entregador,"Importante empresa de alimentos, requiere conductor entregador para hacer funciones de repartir la mercancia, tienda a..", Grupo Accion Plus
10816,11 marzo,Empleo de Soldador certificado en mic,"Importante empresa requiere soldador que tenga mínimo un año de experiencia con corte y unión de fierro, por medio de..", Futesa s.a.
10817,11 marzo,Empleo de Asesor call center - servio aereolinea,"Importante Multinacional de Contact Center, requiere personal para conformar sus equipos de trabajo en línea de..", Teleperformance Colombia 
10818,11 marzo,Empleo de Mensajero Masivo - Medellin,"Importante empresa del sector logístico requiere para su equipo de trabajo, bachilleres con mínimo 2 años de..", Dar Ayuda Temporal
10819,11 marzo,Empleo de Auxiliar Administrativo con moto - Medellin,"Importante empresa del sector logístico requiere bachiller con conocimientos en radiación, facturación, gestión de..", Dar Ayuda Temporal
10820,11 marzo,Empleo de Líder de calidad textil - Con experiencia en sector ,exela S.A requieretécnico o tecnólogo en sector textil o relacionados con experiencia mínima de 2 años liderando.., Exela Servicios Temporales S.A
10821,11 marzo,Empleo de Líder de calidad textil - Con experiencia en sector ,exela S.A requieretécnico o tecnólogo en sector textil o relacionados con experiencia mínima de 2 años liderando.., Exela Servicios Temporales S.A
10822,11 marzo,Empleo de Ejecutivo de servicio al cliente Medellin,"Importante empresa del sector tecnológico solicita Profesional o estudiante próximo a graduarse de Ingeniería,..",
10823,11 marzo,Empleo de Vendedor hogar/ferretería Oriente Antioqueño - Río Negro Con moto,"Colombiana de comercio Corbeta, requiere para su equipo de trabajo vendedor para el canal de HOGAR/FERRETERÍA en el..", Colombiana de Comercio Corbeta S.A. /Alkosto
10824,11 marzo,Empleo de Asesor call center - No estudiantes,En OneLink Medellín estamos buscando personas con talento humano que quieran convertirse en un Agente de Servicio al.., OneLink BPO
10825,11 marzo,Empleo de Operario de Horno,Importante empresa ubicada en la ciudad de Medellin requiere para su equipo de trabajo Opearios de Horno. Salario:.., COMPLEMENTOS HUMANOS
10826,11 marzo,Empleo de Revisador de telas - Tecnologo,Importante empresa del sector de confecciones ubicada en la ciudad de Medellin requiere para su equipo de trabajo un.., COMPLEMENTOS HUMANOS
10827,11 marzo,Empleo de Asesor bilingue. ,Asesor de servicio al cliente bilingüe - Inglés. En Onelink estamos buscando personas con un alto nivel de inglés para.., OneLink BPO
10828,11 marzo,Empleo de Ejecutivo Comercial - Empresa de servicios,"Empresa sector servicios requiere en el momento ejecutivo comercial para la ciudad de Medellin, se requieren..", COMPLEMENTOS HUMANOS
10829,11 marzo,Empleo de Auxiliar de cartera,Importante empresa de la cuidad de medellin requiere para su equipo de trabajo auxiliar de cartera con mínimo 1 año de.., COMPLEMENTOS HUMANOS
10830,11 marzo,Empleo de Asesor de servicio al cliente y  ventas  - No estudiantes,"ONELINK BPO requiere ASESORES CALL CENTER con 6 meses mínimo de experiencia en servicio al cliente, ventas o call..", OneLink BPO
10831,11 marzo,Empleo de Puesto como asesor bilingüe en Medellín - No estudiantes,Asesor de servicio al cliente bilingüe - Inglés. En Onelink estamos buscando personas con un alto nivel de inglés para.., OneLink BPO
10832,11 marzo,Empleo de Auxiliar de Servicio al Cliente / Telemercaderista,"Importante empresa dedicada a la construcción y diseño de cubiertas, techos y fachadas, requiere para conformar su..", ASIGNAR S.A.S
10833,11 marzo,Empleo de oferta operadoras de medios tecnológicos - preséntate el lunes 25 de febrero a las 2pm,OPERADORAS DE MEDIOS TECNOLOGICOS Importante empresa del sector logistico solicita personal femenino con experiencia.., ACTIVOS S A S
10834,11 marzo,Empleo de Auxiliar Operativo Motorizado Itagui,Importante empresa de Transporte de carga pesada y logística busca AuxiliarOperativo debe tener conocimientos y..,
10835,11 marzo,Empleo de Diseñador  de mobiliario o diseñador industrial - Ceja,"Reconocida empresa del sector mueble, construccion y madera requiere para su equipo de trabajo TECNOLOGO en diseño de..", Mision Empresarial S.A
10836,11 marzo,Empleo de Asistente contable ,"Importante compañía del sector de alimentos requiere para su equipo de trabajobachiller, tecnóloga en áreas contableso..", Mision Empresarial S.A
10837,11 marzo,Empleo de Analista de métodos y tiempos - Experiencia en confección ,"Importante empresa de confección ubicada por el centro comercial Premium Plaza, esta en la búsqueda de un Analista de..", Mision Empresarial S.A
10838,11 marzo,Empleo de Analista de Nomina ,"Importante empresa ubicada por Aguacatala, requiere un analista de nomina, quien se encargara de su responsabilidad..", Mision Empresarial S.A
10839,11 marzo,Empleo de Servicios generales - planta de produccion,"Reconocida empresa del sector textil ubicada en la estrella, requiere mujer bachiller conexperiencia de mínima de 1..", Mision Empresarial S.A
