,Fecha,Titulo,Desripcion,Empresa
5227,14 marzo,Empleo de Operario de máquinas industriales,Se requiere hombre para desempeñar la labor de operario de sellado en películas de plástico con referencia a una..,
5228,14 marzo,Empleo de Administrador de almacen - experiencia en refrigeración comercial,Importante empresa requiere Profesional o Tecnólogo graduado con mínimo 2 años de experiencia como Administrador de.., FABRICAMOS
5229,14 marzo,Empleo de Practicante técnico - Logística,"Se requiere practicante que apoye las labores de almacén y bodega: recepción, despacho y almacenamiento de mercancía,..",
5230,14 marzo,Empleo de Técnico Eléctrico - Certificado CONTE,Se solicita Técnico Eléctrico con mínimo (3) años de experiencia demostrables en mantenimientos preventivos y.., SOMATEC S.A.S
5231,14 marzo,Empleo de Coordinador Contable,Se requiere Profesional en Contaduría Pública con 4 años de experiencia como mínimo en el área. La persona tendría dos..,
5232,14 marzo,Empleo de Auxiliar Mantenimiento de Flota - Tecnico en Mecanica Automotriz,"Importante empresa del sector Agropecuario requiere para su equipo de trabajo , personas con formación técnica en el..", AGROPECUARIA SAN FERNANDO S.A. AGROSAN S.A
5233,14 marzo,Empleo de Asistente de ventas,"Se requiere persona técnica en mercadeo o ventas, con conocimientos de excel, debe ser una persona creativa, con..",
5234,14 marzo,Empleo de Auxiliar Mercadeo y Publicidad,"Importante empresa del sector comercial, solicita para su grupo de trabajo, auxiliar de mercado y publicidad que tenga..", Merca Z
5235,14 marzo,Empleo de Asesor Comercial  - Tiempo Completo,"Reconocida empresa del sector textil, requiere bachiller para desempeñar el cargo deAsesor Comercial Tiempo completo..",
5236,14 marzo,Empleo de auxiliar de almacén - Reemplazo Incapacidad,Importante empresa importadora y comercializadora de maquinaria agrícola y accesorios y repuestos náuticos busca para..,
5237,14 marzo,Empleo de Un vendedor telefónico y de telemercadeo,"Se requiere técnico o tecnólogo en telemercadeo o áreas afines, que tenga las siguientes competencias: Buenas..", Monitoreo Inteligente
5238,14 marzo,Empleo de administrador/a punto de venta - tienda de moda,"Tiendas de moda y calzado ubicadas en ITAGUI, CENTRO Y BELLO,Busca LIDER de tienda, apasionado por la moda y las..", Memes S.A.
5239,14 marzo,Empleo de Profesional en áreas afines a ciencias naturales o ingeniería  -  con especialización en Sistemas de Información Geográfica  Gestión Ambiental o Catastral,Importante empresa del sector público requiere para su equipo de trabajo profesional en áreas afines a ciencias.., Jiro S.A.
5240,14 marzo,Empleo de recreacionista,"Importante empresa requiere para su equipo de trabajo personal con formación y experiencia como recreacionista, mínimo..", Jiro S.A.
5241,14 marzo,"Empleo de Convocatoria masiva distribuidores de ensamble.  - Sin experiencia, bachilleres.","Importante empresa requiere para su equipo de trabajo distribuidoras de ensamble, sin experiencia, que sean..", Jiro S.A.
5242,14 marzo,Empleo de Director Comercial con experiencia en sector real,- Captación de nuevos clientes - Acompañar el equipo comercial en la gestión de ventas. - Planear y..,
5243,14 marzo,Empleo de Auxiliar Administrativo  - Salas de Cine en Medellín,"Importante empresa del sector entretenimiento, dedicada a la proyección de cine, solicita Tecnologo o Profesional en..", Colcines 
5244,14 marzo,Empleo de Mensajero - moto,"Importante empresa, requiere mensajero con Licencia categoría A2. Importante no puede tener multas o infracciones de..",
5245,14 marzo,Empleo de Director de proyecto,"Profesional en ingeniería de Sistemas o carreras afines preferiblemente con especialización, postgrado o certificación..",
5246,14 marzo,Empleo de Auxiliar de cocina,Reconocido empresa de alimentoHombre er bachiller con experiencia mínima de un año desepeñandose como Auxiliar de.., ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
5247,14 marzo,Empleo de recepcionista - Preferiblemente con nivel de Inglés ,Multilingua requiere Secretaria/Recepcionista en la ciudad de Medellín que tenga como mínimo 1 año de experiencia..,
5248,14 marzo,Empleo de Profesional de seguridad y salud en el trabajo   - especialista en gestion ambiental,Importante empresa busca Profesional responsable de la implementación y desarrollo del sistema de gestión de seguridad..,
5249,14 marzo,Empleo de Automatizador senior CBTA,"Importante empresa de tecnología requiere para su equipo de trabajo un Automatizador senior CBTA Técnico, tecnologo o..",
5250,14 marzo,Empleo de Auxiliar contable Guarne - Tecnologos en áreas contables 1 año de experiencia,PERFIL: Se solicitan tecnologos en áreas contables con 1 año de experiencia y manejo de las siguientes funciones.., Empacor
5251,14 marzo,Empleo de Conserje para labores de portería y aseo - referencias verificables,"Institución educativa requiere conserje con experiencia como portero, para realizar labores de portería y aseo,..", Instituto Ferrini
5252,14 marzo,"Empleo de Regente De Farmacia - Rionegro, Antioquia","Se busca Regente de farmacia para laborar en el centro comercial San Nicolás, se requiere disponibilidad horaria y..", DERMATOLOGICA S.A
5253,14 marzo,Empleo de Coordinador de Logistica,"Gestionar los despachos y recepción de mercancías, optimizando los recursos propios y externos, con un claro enfoque..",
5254,14 marzo,Empleo de Almacenista de obra,Se requiere Tecnologo logístico con experiencia como almacenista para trabajar en proyecto constructivo.  Conocimiento..,
5255,14 marzo,Empleo de Operador de Maquinaria Amarilla  - Minicargador ,Se requiere operador de maquinaria amarilla como minicargador para laborar en el sector del sur de la ciudaden.., INGENIERIA Y CONTRATOS S . A . S
5256,14 marzo,"Empleo de Vendedor linea  de tecnología - Alto conocimiento en consumibles, perifericos y equipos","Empresa distribuidora de insumos para oficina, requiere para complementar su equipo de trabajo a un profesional en..",
5257,14 marzo,Empleo de Técnico en Teléfonos Públicos - Con experiencia y con moto,Reconocida empresa del sector de las Telecomunicaciones requiere para su equipo de trabajo; Técnicos en Teléfonos..,
5258,14 marzo,Empleo de mesero/a,"Requerimosmeseroscon experiencia en servicio al cliente, como mesero en cafeterías y restaurantes, hoteles.Dentro de..",
5259,14 marzo,Empleo de Ingeniero Electromecánico - Coordinador de mantenimiento,Importante empresa del sector servicios requiere para su equipo de trabajo ingeniero electromecánico o afines con..,
5260,14 marzo,Empleo de Asistente de informática   - Turnos Rotativos,"Se requiere asistente de sistemas para apoyar procesos en el área tales como:  Soporte técnico,telefónica y..", KOBA Colombia SAS
5261,14 marzo,Empleo de Líder de Reclutamiento - Sector de tecnología,"En Sofka estamos buscando Líder de reclutamiento, indispensable tener amplia experiencia en los diferentes perfiles de..",
5262,14 marzo,Empleo de Analista de contabilidad y Tesorería ,Importante empresa del sector Cosméticos solicita personal con tecnología en contabilidad y/o estudiante de mínimo.., COSMETICOS SAMY S.A. 
5263,14 marzo,Empleo de Auxiliar de Operaciones,"Se requiere personal masculino para el cargo de Auxiliar de operaciones, como mínimo con un año de experiencia en el..",
5264,14 marzo,Empleo de steward - Limpieza en cocina,"Destacada empresa de alimentos requiere para su equipo de trabajo Steward, con experiencia en limpieza de cocina o..", Universal Service S.A.S
5265,14 marzo,Empleo de Supervisor de Planta de producción - Turnos Rotativos,"Asegurar la ejecución del programa de producción en la planta, de acuerdo con los estándares de calidad, utilizando..", Simex S.A.S.
5266,14 marzo,Empleo de Técnico Electromecánico - Reparación herramientas manuales y eléctricas,Se requiere Técnico Electromecánico para empresa de equipos y máquinas para la construcción con experiencia mínima de.., SERVIMOS LTDA
5267,14 marzo,Empleo de Coordinador de Ventas Canal Moderno - Medellín,"Se necesita profesional en Administración de empresas, Mercadeo y Ventas o afines, para Coordinar el manejo integral..",
5268,14 marzo,Empleo de Escolta - Bilingue,Nos encontramos en búsqueda de personas que deseen laboral como ESCOLTAS BILINGUE en Medellin Requisitos: * Contar con..,
5269,14 marzo,Empleo de Lider Formador equipos Comerciales / Libranza  - Medellin ,"Reconocida empresa del sector financiero, requiere de manera urgente estudiante o profesional de carreras..",
5270,14 marzo,Empleo de Mensajero - 1 año de experienica,"Empresa requiere para su equipo de trabajo, bachilleres con 1 año de experiencia como mensajero, en el transporte de..", GESTION DE RECURSOS TEMPORALES S.A.S. 
5271,14 marzo,Empleo de vendedor tienda a TAT - con experiencia en el canal tradicional tiendas Excelentes comisiones,Marca líder a nivel nacional requiere para su equipo de trabajo un Vendedor/a T A T con una excelenteAtención al.., GESTION DE RECURSOS TEMPORALES S.A.S. 
5272,14 marzo,Empleo de Lider Formador equipos Comerciales / Libranza  - Medellin ,"Reconocida empresa del sector financiero, requiere de manera urgente estudiante o profesional de carreras..", SERVIMOS LTDA
5273,14 marzo,Empleo de Supervisor de Seguridad y Salud en el trabajo  - Disponibilidad para viajar ,"Empresa del sector metalmecánico requiere supervisor de seguridady salud en el trabajo con licencia, experiencia..", Seriinco
5274,14 marzo,Empleo de almacenista - Para trabajar en Bello ,"Técnico en logistica con experiencia minima de 2 años en manejo de inventarios, almacén general, Kardex,..",
5275,14 marzo,Empleo de impulsador/a,Importante empresa requiere personal bachillercon mínimo 6 meses de experiencia en cargosde impulso. Horario: Jueves a.., nexarte servicios temporales s.a
5276,14 marzo,Empleo de Servicios generales experiencia en hospitales o clínicas ,Se requiere personal con experiencia de mínimo 1 año en servicios generales preferiblemente en hospitales o clínicas.., Contrate SA
5277,14 marzo,Empleo de Steward ,"Importante hotel de la ciudad requiere steward con experiencia de mínimo 1 año en hoteles, restaurantes o clubes...", Contrate SA
5278,14 marzo,"Empleo de Instalador equipos electronicos, cableado y ducterías",Se requieren instaladores con experiencia minima de 4 años en la instalación de sistemas electronicos de seguridad y..,
5279,14 marzo,Empleo de Auxiliar de control calidad - Experiencia en área farmaceutica y de laboratorio,Importante multinacional busca para su personal un técnico o tecnólogo para el cargo de auxiliar de control calidad..., HUMAX PHARMACEUTICAL
5280,14 marzo,Empleo de Cortador - Sector textil,Se requiere bachiller con experiencia mínimo de 1 año de experiencia como cortador en el sector textil debe contar con.., Saitemp S.A 
5281,14 marzo,Empleo de Aprendiz de laboratorio Quimico,"Asistencia en montajes de laboratorio, asistencia montajes en plantas de producción Organización de laboratorio,..", GLASST TECNOLOGÍA EN VIDRIOS
5282,14 marzo,Empleo de Auxiliar de Bodega,"Importante empresa del sector ferretero solicita Auxiliar de Bodega, Bachiller con experiencia mínima de 2 años en..", CASAVAL DE LA VALVULA S.A.
5283,14 marzo,Empleo de Desarrollador Web,Calificaciones  •	Técnico o profesional •	Experiencia de más de un año en PHP y MySQL •	Conocimiento en programación..,
5284,14 marzo,Empleo de Operario de inyección,"Se requiere bachiller para el cargo de Operario de Inyección con experiencia mínima de 3 años, para laborar en empresa..", COMERCIALIZADORA S.Y E. Y CIA S.A.
5285,14 marzo,"Empleo de Supervisor de Producción  - Turnos rotativos, día tarde y noche","Reconocida empresa del sector de artes gráficas ubicada en el sector de La Tablaza (La Estrella), requiere supervisor..",
5286,14 marzo,Empleo de Auxiliar Control Perdidas y Servicios  - Medellín,"Importante empresa del sector retail dedicada a la comercialización y venta de productos masivos, requiere para su..", Inversiones Supervaquita La 33 S.A.S.
5287,14 marzo,Empleo de Practicante Análisis Estadístico,"Misión Apoyar la generación de propuestas metodológicas de muestreo que soporten técnicamente las investigaciones,..", INVAMER S.A.S
5288,14 marzo,Empleo de Asistente administrativo - con experiencia en el área de mercadeo ,Importante empresa ubicada en la ciudad de Medellín requiere para su equipo de trabajo Mujer Asistente Comercial que.., Staffing de Colombia
5289,14 marzo,Empleo de Vendedor Tienda a Tienda  - VIajero o para carretera TAT,"Importante empresa de alimentos, requiere Vendedor tienda a tienda para el desarrollo de sus operaciones comerciales...", PRODUCTOS RAMO SAS
5290,14 marzo,Empleo de Frigorista  - disponibilidad inmediata,"se requiere frigorista para trabajar directamente con la empresa Antioqueña de Porcinos, en el área de refrigeración..", PORCICARNES
5291,14 marzo,Empleo de Ayudante de Torres Grúa Mantenimiento Rionegro Antioquia   - Bachiller Académico ,Realizar todo lo pertinente a la señalización e indicación de izajes y amarres de carga en la operación de torre..,
5292,14 marzo,Empleo de Asistente comercial y administrativa - Medellin ,"Importante empresa del sector financiero, requiere para su equipo de trabajo Asistente Comercial y administrativa en..", Autofinanciera s.a
5293,14 marzo,Empleo de Médico General,"Importante empresa privada del Sector Salud requiere Médico General, recién graduado.  Requisitos: documentación..",
5294,14 marzo,Empleo de Director de calidad,Importante empresa del sector de alimentos busca incluir a su equipo de trabajo profesional en alimentos que esté..,
5295,14 marzo,Empleo de Analista de desarrollo.  - Front end y Back end,"PRÁXEDES MIDASOFT GROUP, requiere personas con amplia experiencia y conocimientos en .NET, C#,HTML, PHP, Javascript,..", Praxedes Midasoft Group S.A.S.
5296,14 marzo,"Empleo de Ingeniero de Costos, Presupuestos y Licitaciones - Proyectos de TI",Principales funciones del cargo: 1. Analizar y estudiar los requerimientos de cada proyecto de TI y las diferentes..,
5297,14 marzo,Empleo de Lider Administrativo,"Reconocida entidad, requiere para su operación un Lider Administrativo, para coordinar los procesos de Mantenimiento..",
5298,14 marzo,Empleo de Operarios de producción con 6 meses de experiencia -  para trabajar en Copacabana,Importante empresa de electrodomésticos situada en Copacabana requiere para su equipo de trabajo operarios de.., Jiro S.A.
5299,14 marzo,Empleo de Operario de Aseo,Importante empresa dedicada a la comercialización y producción de cosméticos requiere para su equipo de trabajo.., Jiro S.A.
5300,14 marzo,Empleo de Desarrollador Junior,Desarrollo de software de nuevos productos en lenguajes de programación como java Desarrollo de comunicaciones con.., Bankvision Software SAS
5301,14 marzo,Empleo de Mobile App Developer  - Freelance,Mobile app Developer  We are a United States-based IT Consulting company dedicated to providing end-to-end solutions.., PARADISO SOLUCIONES S.A.S
5302,14 marzo,Empleo de Director de asuntos internacionales  - Profesional con maestría con experiencia en cooperación internacional y nivel alto de inglés,"La selección de talentos de la Corporación Universitaria Minuto de Dios, invita a las personas interesadas en..", Corporación Universitaria Minuto de Dios
5303,14 marzo,Empleo de Aprendiz área de gestión social,"Misión del cargo: Se requiere aprendiz para realizar contrato de aprendizaje Sena, con capacidad para apoyar al área..",
5304,14 marzo,Empleo de Practicante en etapa productiva  Diseño Grafico,La Corporación Industrial Minuto de Dios requiere para su equipo de trabajo un practicante de pregrado en Diseño.., Corporación Industrial Minuto de Dios
5305,14 marzo,Empleo de Aux contable y administrativa,"Importante empresa del sector inmobiliario, solicita auxiliar contable y administrativa, con experiencia de 2 años en..", Prointegral SA
